customer_name,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,has_loyalty_card
Msc. John Johnson,1.0,1.0,1.0,3.0,24019.0,2320.0,8.0,293.0,927.0,1113.0,793.0,1082.0,1523.0,252.0,351.0,173.0,,2016.0,38.78568355722639,-9.159694950039142,82.0,0,2.0,32673.0,1
Msc. Rochelle Washburn,0.0,0.0,0.0,4.0,9364.0,1152.0,14.0,1626.0,1310.0,23.0,192.0,163.0,2107.0,125.0,438.0,172.0,0.2457222238475621,2013.0,38.75663873850829,-9.181653616134112,63.0,1,0.0,16500.0,1
Charlene Tedeschi,2.0,0.0,2.0,2.0,9765.0,515.0,14.0,177.0,91.0,185.0,409.0,378.0,746.0,87.0,440.0,44.0,0.7851674613468959,2015.0,38.748428374734665,-9.155721626933536,29.0,1,2.0,12793.0,1
Phd. April Netto,5.0,3.0,1.0,3.0,18794.0,5736.0,11.0,641.0,939.0,1668.0,1556.0,362.0,628.0,394.0,514.0,115.0,,2009.0,38.74984549706853,-9.117512536881726,55.0,1,8.0,31232.0,1
Msc. Wendy Pingrey,1.0,1.0,0.0,3.0,19143.0,694.0,6.0,106.0,377.0,72.0,627.0,802.0,858.0,16.0,759.0,207.0,0.0033381472509003,2012.0,38.72782466257114,-9.153459398413776,55.0,1,2.0,23454.0,1
Phd. Joshua Miera,0.0,1.0,0.0,2.0,24417.0,1816.0,6.0,602.0,262.0,267.0,857.0,868.0,848.0,239.0,255.0,121.0,0.0607493125738996,2007.0,38.73337346477167,-9.14618446509681,52.0,0,1.0,30431.0,1
Msc. Heath Kline,1.0,1.0,1.0,3.0,20078.0,2981.0,12.0,1840.0,656.0,410.0,68.0,38.0,548.0,192.0,324.0,61.0,0.0709457274251454,2010.0,38.73196276768593,-9.184019818848856,69.0,0,2.0,27135.0,1
Arthur Lebrecque,0.0,0.0,0.0,2.0,5619.0,18287.0,23.0,142.0,496.0,962.0,1074.0,1600.0,636.0,1503.0,240.0,65.0,0.3798797007290922,2020.0,38.77084903449487,-9.155242658134538,32.0,0,0.0,30559.0,1
Hermila Burgess,0.0,0.0,1.0,2.0,18248.0,23206.0,16.0,67.0,684.0,1223.0,1383.0,677.0,780.0,850.0,100.0,56.0,0.503080368789208,2013.0,38.720825548523855,-9.20263367061372,39.0,1,0.0,47218.0,1
Bsc. Santos Ringgold,1.0,0.0,1.0,4.0,5087.0,274.0,9.0,665.0,209.0,226.0,901.0,364.0,293.0,91.0,155.0,62.0,1.0,2008.0,38.73770644541733,-9.184369866403063,60.0,0,1.0,8265.0,1
Bsc. Linda Petersen,0.0,0.0,0.0,2.0,10735.0,3565.0,21.0,67.0,372.0,1563.0,211.0,406.0,97.0,238.0,346.0,60.0,0.3680605780410795,2028.0,38.716171856535794,-9.151868036808484,26.0,1,0.0,17600.0,0
Phd. Maria Mayfield,1.0,1.0,1.0,2.0,36498.0,576.0,,300.0,325.0,320.0,724.0,918.0,753.0,167.0,596.0,117.0,0.0523409132500228,2018.0,38.746207430996336,-9.1544768232755,27.0,1,2.0,41177.0,1
Msc. Anthony Anderson,1.0,1.0,1.0,5.0,14094.0,649.0,10.0,1354.0,710.0,62.0,131.0,7.0,1773.0,185.0,600.0,30.0,0.1843691080018996,2015.0,38.78395444407317,-9.118369160794458,34.0,0,2.0,19565.0,1
Phd. Bertha Landfried,0.0,0.0,0.0,2.0,13750.0,1265.0,7.0,502.0,74.0,7.0,951.0,868.0,907.0,300.0,549.0,66.0,0.0233715807920546,2013.0,38.73868607678257,-9.14267484131891,76.0,1,0.0,19173.0,1
Msc. Lee Groseclose,0.0,1.0,1.0,4.0,579.0,369.0,10.0,417.0,194.0,77.0,984.0,379.0,187.0,122.0,113.0,26.0,0.9838101490391484,2021.0,38.73299617190553,-9.176820777139048,53.0,0,1.0,3421.0,1
Phd. Maria Trapp,1.0,1.0,0.0,4.0,4923.0,3429.0,8.0,2072.0,455.0,480.0,33.0,65.0,669.0,149.0,173.0,66.0,0.142144566715102,2017.0,38.71901151763503,-9.19097378930695,48.0,1,2.0,12448.0,1
Msc. Larry Stewart,0.0,1.0,1.0,3.0,6018.0,272.0,20.0,674.0,145.0,97.0,606.0,100.0,101.0,,250.0,49.0,1.0,2015.0,38.76874436104852,-9.162771305658294,64.0,0,1.0,8263.0,1
Msc. Wanda Tomlinson,1.0,0.0,1.0,7.0,9164.0,1512.0,14.0,1803.0,455.0,472.0,1.0,68.0,563.0,186.0,335.0,108.0,0.1342017996531692,2016.0,38.743571304135294,-9.166403244507888,48.0,1,1.0,14559.0,1
John Cline,0.0,0.0,2.0,1.0,10643.0,1250.0,10.0,167.0,606.0,1505.0,,252.0,248.0,1670.0,132.0,67.0,0.2977873970273476,2017.0,38.7551768557522,-9.19345350935895,62.0,0,0.0,16473.0,1
Bsc. Lucilla Patton,1.0,0.0,0.0,3.0,8181.0,1689.0,18.0,2070.0,840.0,404.0,30.0,90.0,566.0,146.0,85.0,118.0,0.1403807511261847,2014.0,38.708586403812,-9.1211878874208,42.0,1,1.0,14101.0,1
Bsc. Stephen Bennet,1.0,3.0,1.0,4.0,54490.0,2796.0,12.0,908.0,1560.0,2119.0,1138.0,969.0,1113.0,391.0,522.0,50.0,0.1393442574170313,2014.0,38.75804713966553,-9.14358406787109,83.0,0,4.0,66006.0,1
Phd. James Wyman,0.0,1.0,1.0,,14303.0,226.0,16.0,314.0,160.0,1042.0,842.0,479.0,601.0,323.0,337.0,45.0,1.0,2015.0,38.75145148304661,-9.165252634142885,56.0,0,1.0,18627.0,1
Bsc. Angela Chisolm,0.0,1.0,0.0,2.0,22360.0,1035.0,7.0,402.0,308.0,270.0,873.0,273.0,713.0,80.0,513.0,171.0,0.199068420300762,2012.0,38.75845816751984,-9.174029855686657,55.0,1,1.0,26827.0,1
Lois Rodriguez,0.0,0.0,2.0,,11291.0,10271.0,8.0,91.0,419.0,2002.0,1187.0,1523.0,430.0,1231.0,4.0,218.0,0.2005594952696479,2016.0,38.72929537920909,-9.159298588992424,67.0,1,0.0,28449.0,1
Phd. Jeffrey Johnson,1.0,2.0,1.0,4.0,16357.0,6323.0,8.0,343.0,502.0,675.0,1065.0,972.0,648.0,275.0,410.0,192.0,0.3381378113784219,2006.0,38.78428356702397,-9.182735363403916,62.0,0,3.0,27570.0,1
Bsc. Lucy Stump,0.0,0.0,1.0,4.0,11097.0,284.0,9.0,385.0,123.0,205.0,937.0,373.0,618.0,138.0,419.0,71.0,0.8995771426709431,2020.0,38.77282482440686,-9.191423175345616,29.0,1,0.0,14579.0,1
Msc. Kathleen Moseley,1.0,0.0,0.0,2.0,21665.0,,11.0,1330.0,751.0,339.0,1185.0,1133.0,1186.0,641.0,166.0,94.0,0.8999078162622018,2016.0,38.78680445117046,-9.161025471813463,53.0,1,1.0,28396.0,1
Bsc. Frances Kruse,0.0,1.0,0.0,5.0,4707.0,688.0,6.0,29.0,364.0,194.0,1008.0,257.0,475.0,161.0,356.0,31.0,0.5360909272178008,2019.0,38.77671128650054,-9.202366489526655,54.0,1,1.0,8239.0,1
Bsc. Albert Srey,0.0,1.0,0.0,4.0,19786.0,108.0,7.0,251.0,243.0,201.0,531.0,282.0,460.0,64.0,20.0,72.0,0.5594006628066371,2021.0,38.7824410205803,-9.156471949066107,81.0,0,1.0,21946.0,1
Msc. Robert Beshears,2.0,0.0,1.0,5.0,33993.0,4405.0,14.0,,820.0,483.0,1154.0,373.0,366.0,329.0,257.0,179.0,0.404528365605058,2011.0,38.7139338428248,-9.186735113963715,72.0,0,2.0,42180.0,1
Bsc. Paul Estep,1.0,1.0,0.0,1.0,18744.0,1019.0,11.0,2061.0,201.0,432.0,57.0,80.0,607.0,192.0,,145.0,0.0762067701612778,2013.0,38.7482001420667,-9.148328022759376,76.0,0,2.0,23393.0,0
Bsc. Sonia Stanley,1.0,1.0,1.0,1.0,16346.0,823.0,8.0,2050.0,416.0,459.0,68.0,69.0,864.0,233.0,255.0,34.0,0.1257708080376919,2017.0,38.71534169437343,-9.130954383891822,41.0,1,2.0,21583.0,1
Msc. Martha Branz,2.0,1.0,1.0,4.0,11041.0,4078.0,14.0,185.0,580.0,1409.0,1392.0,1440.0,1490.0,440.0,241.0,281.0,0.2921214293491474,2006.0,38.718442688048825,-9.151531098058069,81.0,1,3.0,22296.0,1
Msc. Robert Kintzer,3.0,3.0,1.0,2.0,25208.0,3956.0,7.0,622.0,634.0,1299.0,1814.0,2213.0,146.0,327.0,69.0,342.0,0.0233016629300812,2014.0,38.7283479223035,-9.183148661069186,65.0,0,6.0,36288.0,1
Bsc. Deborah Middleton,4.0,2.0,1.0,2.0,31928.0,5767.0,6.0,804.0,299.0,2455.0,1354.0,919.0,719.0,300.0,246.0,417.0,0.1407355575265464,2013.0,38.77466820821201,-9.145787875949118,66.0,1,6.0,44791.0,1
Melissa Tanner,1.0,0.0,1.0,1.0,14970.0,11185.0,23.0,34.0,501.0,1517.0,772.0,949.0,96.0,1112.0,276.0,25.0,0.1886039422085025,2016.0,38.72640647602417,-9.188726274412687,62.0,1,1.0,31412.0,1
Bsc. Michael Cain,1.0,0.0,2.0,4.0,25665.0,4574.0,10.0,333.0,384.0,660.0,1179.0,68.0,827.0,404.0,275.0,253.0,0.6056095246503783,2012.0,38.75405549016943,-9.135803535703458,63.0,0,1.0,34369.0,1
Michael Hill,0.0,0.0,0.0,1.0,15451.0,6894.0,23.0,138.0,235.0,1657.0,815.0,506.0,193.0,1659.0,486.0,157.0,0.2125046730148833,2014.0,38.73100781076861,-9.163964871964144,60.0,0,0.0,28034.0,1
Msc. Lynne Martin,0.0,0.0,0.0,2.0,33932.0,881.0,6.0,208.0,459.0,22.0,969.0,627.0,373.0,146.0,395.0,118.0,0.1196842570375266,2010.0,38.73018486584697,-9.160774780066507,72.0,1,0.0,38012.0,1
Bsc. Susan Do,1.0,0.0,1.0,1.0,45746.0,114.0,15.0,718.0,396.0,207.0,542.0,2069.0,796.0,640.0,265.0,45.0,0.7238214346389057,2021.0,38.70875386080604,-9.135653512249988,52.0,1,1.0,51493.0,1
Phd. Helen Litton,0.0,1.0,0.0,4.0,13959.0,741.0,8.0,729.0,237.0,48.0,810.0,434.0,545.0,155.0,213.0,196.0,0.8722624892511027,2010.0,38.75342743313166,-9.044761833321,48.0,1,1.0,17871.0,1
Bonnie Beach,0.0,0.0,2.0,1.0,7143.0,8803.0,17.0,64.0,962.0,778.0,905.0,402.0,56.0,1456.0,188.0,66.0,0.4051517784874306,2019.0,38.77507305336261,-9.155297297036114,56.0,1,0.0,20757.0,1
Msc. Rachel Agosta,0.0,0.0,0.0,5.0,1803.0,546.0,21.0,847.0,377.0,974.0,887.0,667.0,733.0,392.0,235.0,182.0,0.2425285326613338,2012.0,38.78036301125162,-9.098483235894893,59.0,1,0.0,7461.0,1
Msc. Laura Hardin,1.0,0.0,1.0,5.0,7491.0,338.0,19.0,541.0,147.0,878.0,1120.0,1051.0,531.0,154.0,474.0,58.0,0.2514566611013676,2012.0,38.780563973565314,-9.191226492606352,73.0,1,1.0,12725.0,1
Jeffery Theiss,0.0,0.0,1.0,1.0,5461.0,7681.0,22.0,118.0,566.0,628.0,741.0,709.0,450.0,1786.0,277.0,177.0,0.3342507455912795,2014.0,38.749973058894135,-9.170984517630975,77.0,0,0.0,18417.0,1
Msc. Lisa Cribbin,2.0,1.0,2.0,4.0,84323.0,159.0,23.0,390.0,546.0,508.0,1026.0,422.0,1061.0,425.0,305.0,243.0,0.5534447672305847,2011.0,38.73328940337052,-9.135038037642474,74.0,1,3.0,89165.0,1
Marilyn Elam,2.0,0.0,2.0,2.0,8015.0,433.0,10.0,196.0,100.0,758.0,695.0,402.0,440.0,104.0,,27.0,,2011.0,38.74776050037801,-9.156327031723626,33.0,1,2.0,11143.0,1
Bsc. Richard Tyler,0.0,1.0,0.0,,8285.0,4843.0,17.0,344.0,803.0,680.0,986.0,1586.0,1400.0,302.0,230.0,269.0,1.0,2006.0,38.71978121192748,-9.1609044813015,60.0,0,1.0,19459.0,1
Phd. Jill Crosier,5.0,3.0,0.0,2.0,19746.0,3999.0,11.0,528.0,1289.0,2589.0,1675.0,1733.0,530.0,421.0,295.0,282.0,0.3048284959119131,2020.0,38.78416663247413,-9.172924180793313,72.0,1,8.0,32805.0,1
Msc. Virginia Mayhew,0.0,1.0,0.0,6.0,13149.0,196.0,17.0,925.0,228.0,143.0,811.0,199.0,572.0,91.0,327.0,40.0,0.8130921133503582,2013.0,38.76799281418382,-9.178523005355704,33.0,1,1.0,16641.0,1
Jacqueline Ensor,2.0,0.0,2.0,3.0,8149.0,116.0,7.0,110.0,166.0,527.0,485.0,670.0,743.0,193.0,499.0,33.0,0.0690399638907112,2019.0,38.746884006089935,-9.157410446846969,35.0,1,2.0,11658.0,1
Bsc. Pamela Barnett,1.0,2.0,1.0,4.0,16273.0,2534.0,17.0,2052.0,500.0,371.0,41.0,98.0,996.0,281.0,48.0,116.0,0.0827674890305446,2014.0,38.72647062427812,-9.179789905802298,30.0,1,3.0,23194.0,1
Phd. Judith Simoneaux,1.0,1.0,2.0,5.0,13824.0,,20.0,680.0,139.0,282.0,525.0,91.0,943.0,376.0,420.0,163.0,0.7717251262382265,2011.0,38.80424182152706,-9.101058931339567,56.0,1,2.0,17280.0,1
Bsc. Kevin Vega,1.0,0.0,0.0,3.0,13472.0,439.0,10.0,925.0,720.0,74.0,213.0,201.0,1937.0,137.0,208.0,132.0,0.0332129945438798,2014.0,38.7633918980434,-9.096820391828984,46.0,0,1.0,18326.0,1
Msc. Katherine Pizzo,1.0,1.0,1.0,4.0,2535.0,2288.0,14.0,1623.0,693.0,517.0,32.0,85.0,736.0,91.0,285.0,86.0,0.1723084130653515,2014.0,38.75135285313296,-9.121850768751854,42.0,1,2.0,8885.0,1
Mark Newsom,3.0,,2.0,2.0,12200.0,781.0,9.0,286.0,179.0,559.0,446.0,361.0,162.0,183.0,193.0,58.0,0.4996233889110255,2024.0,38.74689239135871,-9.156932290304804,30.0,0,,15350.0,1
Msc. Julie Reese,2.0,1.0,1.0,4.0,21595.0,835.0,20.0,59.0,433.0,1427.0,358.0,602.0,1207.0,523.0,436.0,259.0,0.1993357544185552,2010.0,38.78069168218666,-9.170139946765891,85.0,1,3.0,27475.0,1
Phd. Howard Portis,0.0,0.0,1.0,5.0,14266.0,1231.0,15.0,613.0,1.0,1036.0,,1060.0,702.0,120.0,266.0,128.0,0.3817852660828898,2013.0,38.73716025102733,-9.117175792868055,75.0,0,0.0,19295.0,1
Msc. Susanne Ramsey,2.0,1.0,0.0,4.0,16975.0,148.0,10.0,1071.0,378.0,36.0,78.0,86.0,1864.0,296.0,45.0,230.0,0.1222076518994865,2012.0,38.78946283075072,-9.0804213654943,46.0,1,3.0,20977.0,1
Bsc. Crystal Terepka,1.0,3.0,3.0,1.0,12616.0,106.0,9.0,627.0,279.0,,1139.0,798.0,507.0,36.0,350.0,54.0,0.0836339284384958,2014.0,38.72940474806507,-9.140026755098228,64.0,1,4.0,16458.0,1
Msc. Rena Knight,1.0,0.0,1.0,4.0,18531.0,296.0,13.0,133.0,252.0,407.0,1118.0,386.0,393.0,63.0,135.0,20.0,0.8782348823756833,2014.0,38.725468929349816,-9.15843356358178,49.0,1,1.0,21714.0,1
Bsc. William Gambles,1.0,1.0,1.0,7.0,5548.0,3531.0,16.0,2103.0,514.0,329.0,65.0,80.0,710.0,193.0,238.0,80.0,0.1167938807330007,2015.0,38.732287658346166,-9.189694175203394,47.0,0,2.0,13311.0,1
Msc. William Williams,0.0,1.0,0.0,3.0,10979.0,975.0,8.0,1807.0,489.0,12.0,94.0,7.0,2808.0,175.0,283.0,194.0,0.02863097828651,2020.0,38.76274125713704,-9.168846486217864,31.0,0,1.0,17629.0,1
Diane Martin,2.0,0.0,6.0,2.0,9378.0,865.0,12.0,200.0,107.0,1262.0,397.0,444.0,654.0,46.0,216.0,46.0,0.4220503493709459,2021.0,38.74799004829015,-9.157311021925365,36.0,1,2.0,13569.0,1
Msc. David Pete,1.0,0.0,2.0,1.0,59380.0,9310.0,14.0,13.0,781.0,255.0,928.0,1464.0,673.0,662.0,295.0,363.0,0.5269213297533858,2021.0,38.73976919756659,-9.195930114351093,31.0,0,1.0,73761.0,1
Msc. Victor Ortega,1.0,3.0,2.0,5.0,29554.0,3809.0,11.0,1284.0,1434.0,934.0,1483.0,2001.0,1377.0,412.0,55.0,291.0,0.2415103695914103,2014.0,38.74341675115335,-9.149663296751656,52.0,0,4.0,42343.0,0
Msc. Maryann Parsons,1.0,1.0,1.0,3.0,12552.0,1101.0,10.0,1786.0,646.0,83.0,73.0,,2273.0,167.0,408.0,128.0,0.2551127479675857,2014.0,38.76682952641942,-9.14912302925028,70.0,1,2.0,19089.0,1
Msc. Jennifer Davy,1.0,1.0,,5.0,27965.0,356.0,12.0,75.0,429.0,163.0,,843.0,157.0,230.0,234.0,294.0,0.9577408592262472,2020.0,38.71803210379046,-9.186279639798071,27.0,1,2.0,30452.0,1
Msc. Peggy Hardinger,1.0,2.0,2.0,4.0,6769.0,2915.0,20.0,107.0,521.0,682.0,1084.0,131.0,1245.0,372.0,147.0,253.0,0.2810645888149707,2015.0,38.74970955245534,-9.134101290004407,37.0,1,3.0,13973.0,1
Bsc. Joe Serrell,1.0,1.0,1.0,3.0,12.0,1060.0,23.0,1864.0,350.0,397.0,21.0,87.0,839.0,240.0,66.0,57.0,0.1652674497821311,2019.0,38.77956170847413,-9.146349150691584,61.0,0,2.0,4936.0,1
Phd. Gordon Caballero,0.0,0.0,1.0,5.0,19814.0,588.0,14.0,763.0,357.0,599.0,478.0,441.0,985.0,228.0,209.0,237.0,0.9780882005804662,2017.0,38.72552199350298,-9.216110836385129,45.0,0,0.0,24462.0,1
Msc. Marian Riesenberg,1.0,0.0,1.0,3.0,13460.0,59.0,7.0,259.0,107.0,197.0,733.0,160.0,101.0,86.0,319.0,65.0,0.6378648469889071,2015.0,38.75786288358959,-9.152936331079657,50.0,1,1.0,15481.0,1
Bsc. Alma Asato,2.0,1.0,,3.0,9218.0,1244.0,8.0,2014.0,665.0,291.0,365.0,199.0,2145.0,146.0,206.0,177.0,0.2032244533636816,2015.0,38.759693756743125,-9.172823724230469,39.0,1,3.0,16493.0,1
Msc. Annie Edwards,2.0,2.0,3.0,2.0,6239.0,212.0,11.0,437.0,392.0,572.0,795.0,1382.0,783.0,358.0,507.0,111.0,0.3715416218229083,2012.0,38.73642055133652,-9.150766725382194,69.0,1,4.0,11677.0,0
Phd. Cecil Barbera,1.0,1.0,1.0,4.0,10084.0,4021.0,10.0,333.0,414.0,1164.0,905.0,1010.0,336.0,480.0,268.0,216.0,0.4084341867100403,2014.0,38.77222583355015,-9.130456616077437,34.0,0,2.0,19015.0,1
Cynthia Mark,2.0,1.0,2.0,2.0,12655.0,1058.0,10.0,250.0,232.0,498.0,545.0,506.0,610.0,82.0,467.0,52.0,1.0,2017.0,38.74699322172091,-9.156676605388563,29.0,1,3.0,16903.0,1
Msc. Inocencia Mabry,1.0,0.0,2.0,6.0,13336.0,320.0,15.0,795.0,155.0,122.0,867.0,496.0,263.0,927.0,199.0,30.0,0.7016779049774174,2026.0,38.71681659368947,-9.117438783726197,27.0,1,1.0,17480.0,1
Msc. Diane Brett,1.0,0.0,1.0,6.0,13853.0,823.0,20.0,237.0,67.0,161.0,823.0,246.0,510.0,35.0,321.0,85.0,0.7250679339974422,2016.0,38.72493148803584,-9.15875464271586,51.0,1,1.0,17076.0,1
Doyle Mason,0.0,1.0,1.0,1.0,8409.0,7689.0,8.0,29.0,464.0,978.0,894.0,592.0,202.0,1513.0,495.0,186.0,0.2380532869050044,2012.0,38.72193404425166,-9.1773611963108,85.0,0,1.0,21265.0,1
Bsc. Alma Evans,1.0,1.0,1.0,2.0,26680.0,219.0,8.0,315.0,461.0,69.0,700.0,554.0,892.0,49.0,538.0,191.0,0.2020664172016653,2008.0,38.74687386718105,-9.147819536087168,74.0,1,2.0,30477.0,1
Msc. Jacqueline Glover,1.0,1.0,5.0,3.0,8064.0,2137.0,14.0,361.0,387.0,65.0,896.0,490.0,773.0,237.0,345.0,143.0,0.1113610916947283,2010.0,38.75206776682548,-9.143764383364042,38.0,1,2.0,13755.0,0
Phd. Eric Morrison,1.0,0.0,1.0,4.0,23077.0,4412.0,14.0,336.0,603.0,456.0,1449.0,1241.0,2453.0,85.0,432.0,58.0,0.1889349103343474,2011.0,38.72507194157445,-9.184414123703393,80.0,0,1.0,34544.0,1
Phd. Eugene Hopson,0.0,0.0,0.0,2.0,17254.0,2331.0,7.0,762.0,170.0,401.0,1277.0,97.0,894.0,197.0,575.0,279.0,0.1437079270136226,2014.0,38.76719130712615,-9.163262411130152,74.0,0,0.0,23958.0,0
Msc. Barbara Hilliard,0.0,1.0,0.0,4.0,8203.0,494.0,8.0,106.0,144.0,186.0,813.0,414.0,90.0,62.0,211.0,67.0,0.0339909030058932,2021.0,38.73996939936334,-9.18342053106416,39.0,1,1.0,10723.0,1
Msc. Lisa Leon,2.0,1.0,0.0,4.0,8269.0,2715.0,13.0,2042.0,634.0,116.0,223.0,148.0,2033.0,76.0,381.0,180.0,0.2410453287909523,2021.0,38.78400153283267,-9.070573140760075,52.0,1,3.0,16637.0,1
Jamie Lee,2.0,0.0,2.0,2.0,11029.0,186.0,10.0,123.0,256.0,441.0,321.0,551.0,629.0,66.0,336.0,29.0,0.9810040073177364,2017.0,38.74868032698046,-9.157131511389291,31.0,1,2.0,13938.0,1
John Weissman,0.0,0.0,2.0,1.0,12498.0,15896.0,17.0,85.0,576.0,1006.0,975.0,116.0,18.0,1254.0,457.0,75.0,0.255762180595484,2021.0,38.71826728909594,-9.1547064478515,53.0,0,0.0,32881.0,0
Phd. Evelyn Taylor,2.0,2.0,1.0,4.0,41770.0,3001.0,8.0,449.0,799.0,790.0,1097.0,597.0,782.0,175.0,115.0,227.0,0.6622498964679927,2021.0,38.75812753313637,-9.17447317423329,48.0,1,4.0,49575.0,1
Msc. Carlos Decarlo,1.0,1.0,1.0,5.0,9070.0,148.0,20.0,151.0,444.0,1205.0,344.0,713.0,1168.0,471.0,272.0,178.0,0.7142480691335308,2021.0,38.76762740520208,-9.174746948394304,27.0,0,2.0,13986.0,1
Bsc. Annabell Johnson,1.0,1.0,1.0,3.0,7954.0,307.0,16.0,220.0,141.0,198.0,1160.0,532.0,838.0,232.0,56.0,34.0,0.5901405721076157,2007.0,38.75683600605255,-9.124161638087257,46.0,1,2.0,11638.0,1
Phd. Raul Ludwig,2.0,2.0,1.0,4.0,27890.0,5674.0,8.0,1475.0,821.0,2223.0,878.0,1294.0,625.0,368.0,380.0,302.0,0.2276451285183438,2005.0,38.71574736826836,-9.13326285168973,39.0,0,4.0,41628.0,1
Phd. Clifford Oneal,1.0,0.0,1.0,2.0,13778.0,2408.0,19.0,143.0,333.0,980.0,857.0,1932.0,819.0,585.0,289.0,189.0,0.4164443549979827,2021.0,38.73125298812183,-9.11944885809955,41.0,0,1.0,22124.0,1
Bsc. Manuel Rose,1.0,6.0,1.0,4.0,57328.0,5049.0,9.0,1214.0,659.0,1168.0,417.0,1793.0,1150.0,456.0,540.0,339.0,0.1528488694289505,2011.0,38.76417912874204,-9.173687706449645,44.0,0,7.0,69774.0,1
Phd. Nicholas Ribron,2.0,0.0,5.0,5.0,5527.0,483.0,7.0,1176.0,671.0,21.0,144.0,156.0,2146.0,208.0,586.0,141.0,0.1431469955385177,2019.0,38.76881400059887,-9.065486309410115,86.0,0,2.0,11118.0,1
Ken Howard,0.0,0.0,1.0,1.0,378.0,8488.0,14.0,42.0,269.0,611.0,694.0,1333.0,90.0,1716.0,512.0,163.0,0.2751010361627234,2016.0,38.770753661378485,-9.160437311698487,63.0,0,0.0,14133.0,1
Bsc. Freddie Lopez,1.0,1.0,1.0,5.0,22557.0,2476.0,18.0,579.0,520.0,157.0,318.0,738.0,587.0,232.0,120.0,172.0,,2012.0,38.769252253527775,-9.16636583584206,31.0,0,2.0,28284.0,1
Phillip Triplett,0.0,0.0,1.0,1.0,6950.0,15136.0,22.0,260.0,669.0,1392.0,803.0,1924.0,143.0,2090.0,278.0,221.0,0.1820618514101473,2020.0,38.718383131464094,-9.148246077285757,52.0,0,0.0,29645.0,1
Msc. David Becker,1.0,1.0,1.0,5.0,14008.0,177.0,23.0,85.0,75.0,196.0,762.0,171.0,378.0,268.0,201.0,41.0,0.3114337811620626,2013.0,38.72622716526769,-9.165224231520993,59.0,0,2.0,16321.0,1
Phd. Hazel Krick,2.0,1.0,1.0,4.0,20165.0,5202.0,9.0,1407.0,976.0,1294.0,1838.0,1001.0,1034.0,289.0,353.0,381.0,0.0950194082819048,2002.0,38.733127340871874,-9.163865552440292,51.0,1,3.0,33559.0,1
Msc. Lauren Gaede,1.0,1.0,1.0,2.0,16539.0,2339.0,10.0,2067.0,456.0,311.0,37.0,87.0,886.0,256.0,155.0,47.0,0.0711210023888196,2009.0,38.76950749693651,-9.15091160942778,41.0,1,2.0,23133.0,1
Phd. Justin Canales,0.0,0.0,0.0,2.0,12044.0,994.0,8.0,951.0,223.0,333.0,1035.0,248.0,141.0,160.0,733.0,152.0,0.3292693865830307,2008.0,38.76465732748548,-9.164664578297966,40.0,0,0.0,16862.0,1
Phd. Cindy Bryant,1.0,1.0,1.0,2.0,3769.0,813.0,14.0,1237.0,846.0,259.0,176.0,90.0,1594.0,,146.0,80.0,0.1647967159664257,2016.0,38.79247986320952,-9.09065446218911,49.0,1,2.0,8930.0,1
Phd. Brigitte Buhmann,6.0,2.0,1.0,2.0,19015.0,3444.0,11.0,996.0,1078.0,1506.0,2289.0,278.0,1284.0,263.0,,395.0,0.4940482665914034,2012.0,38.76895038010127,-9.164407530642848,44.0,1,8.0,30153.0,1
Phd. Andrew Koch,0.0,1.0,0.0,2.0,22005.0,464.0,6.0,662.0,79.0,228.0,784.0,934.0,469.0,260.0,586.0,250.0,,2013.0,38.7473247858966,-9.143208630197837,64.0,0,1.0,26471.0,1
Bsc. Curtis Francis,1.0,0.0,0.0,6.0,14089.0,2262.0,14.0,54.0,262.0,1061.0,745.0,,408.0,511.0,264.0,219.0,0.2789182729255579,2017.0,38.7214662890287,-9.09883593002878,84.0,0,1.0,19656.0,1
Msc. Brian Haller,1.0,1.0,0.0,2.0,11655.0,2295.0,8.0,1261.0,787.0,243.0,10.0,9.0,2408.0,65.0,478.0,53.0,0.2294477632563226,2013.0,38.7575098913812,-9.15143674551916,53.0,0,2.0,19211.0,1
Phd. Alan Knapp,0.0,2.0,0.0,1.0,14573.0,1559.0,7.0,349.0,349.0,127.0,480.0,975.0,1130.0,69.0,209.0,128.0,0.2394724206686427,2010.0,38.745918934884735,-9.1428067495494,72.0,0,2.0,19820.0,1
Msc. Christine Miller,1.0,1.0,1.0,4.0,3899.0,1026.0,8.0,294.0,627.0,438.0,985.0,873.0,831.0,199.0,361.0,169.0,0.2600711021283506,2025.0,38.71105628272568,-9.157450282729798,28.0,1,2.0,9533.0,1
Bsc. Lesley Harris,2.0,1.0,1.0,6.0,11217.0,889.0,16.0,1906.0,737.0,328.0,93.0,97.0,1750.0,189.0,633.0,198.0,0.1035325947490687,2013.0,38.74419097770012,-9.13785736440173,73.0,1,3.0,17839.0,1
