customer_name,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,average_value_per_product,has_loyalty_card,lifetime_spend_groceries_prop,lifetime_spend_electronics_prop,lifetime_spend_vegetables_prop,lifetime_spend_nonalcohol_drinks_prop,lifetime_spend_alcohol_drinks_prop,lifetime_spend_meat_prop,lifetime_spend_fish_prop,lifetime_spend_hygiene_prop,lifetime_spend_videogames_prop,lifetime_spend_petfood_prop
Bsc. Christie Noah,1.0,3.0,3343.0,2157.0,14.0,1681.0,587.0,478.0,64.0,30.0,889.0,143.0,243.0,108.0,0.2035945586599055,2019.0,38.7372208622862,-9.142617693172946,72.0,1,2.0,9615.0,89.02777777777777,1,0.34768590743629746,0.22433697347893916,0.1748309932397296,0.06105044201768071,0.04971398855954238,0.006656266250650026,0.0031201248049922,0.09245969838793552,0.014872594903796152,0.02527301092043682
Bsc. Jerome Warnstaff,0.0,4.0,12991.0,859.0,9.0,1145.0,526.0,241.0,79.0,174.0,2012.0,41.0,406.0,251.0,0.110807596560369,2018.0,38.7552300333026,-9.137042237473867,48.0,0,2.0,18474.0,73.60159362549801,1,0.7032045036267186,0.046497780664717984,0.061978997510014074,0.02847244776442568,0.013045361047959295,0.004276280177546822,0.009418642416368951,0.10890981920536971,0.0022193352820179713,0.021976832304860885
Msc. Crystal Sprague,0.0,2.0,21188.0,4240.0,11.0,,969.0,1329.0,1097.0,1224.0,689.0,480.0,263.0,346.0,,2012.0,38.74450099993806,-9.18149308828534,51.0,1,9.0,31479.0,90.97976878612717,1,0.6730836430636297,0.13469296991645224,0.0,0.03078242637949109,0.04221862193843515,0.034848629244893424,0.0388830649004098,0.021887607611423488,0.015248260745258743,0.008354776200006353
Msc. Joseph Brown,0.0,4.0,18052.0,272.0,22.0,431.0,397.0,17.0,587.0,384.0,409.0,208.0,477.0,258.0,0.524035857819364,2015.0,38.78154498367791,-9.14343508003651,41.0,0,0.0,21234.0,82.30232558139535,1,0.8501459922765376,0.012809644909108034,0.020297635867005746,0.01869643025336724,0.0008006028068192521,0.027644343976641235,0.018084204577564284,0.019261561646416125,0.00979561081284732,0.022463972873693134
Phd. Charles Luckett,1.0,2.0,4322.0,5088.0,12.0,369.0,1019.0,2205.0,732.0,1854.0,527.0,409.0,745.0,469.0,0.2260817118150728,2016.0,38.75789247557969,-9.159369396033364,56.0,0,3.0,17270.0,36.82302771855011,1,0.25026056745801967,0.29461493920092646,0.02136653155761436,0.0590040532715692,0.12767805442964678,0.04238563983786914,0.10735379270411118,0.030515344528083382,0.02368268674001158,0.04313839027214823
Bsc. Phyllis Neer,1.0,3.0,610.0,116.0,17.0,945.0,146.0,144.0,1023.0,917.0,466.0,160.0,149.0,20.0,0.8255197829310735,2006.0,38.70811558028661,-9.132880220942862,56.0,1,2.0,4676.0,233.8,1,0.13045337895637296,0.02480752780153978,0.20209580838323354,0.03122326775021386,0.030795551753635585,0.21877673224978614,0.19610778443113772,0.09965782720273739,0.03421727972626176,0.031864841745081265
Msc. Roland Hill,0.0,2.0,13171.0,769.0,6.0,1229.0,238.0,311.0,669.0,1142.0,727.0,72.0,813.0,154.0,0.141544196121767,2011.0,38.75619968527682,-9.168522215716967,70.0,0,0.0,19141.0,124.29220779220779,1,0.6881040697978162,0.04017553941800324,0.06420772164463717,0.012434042108562771,0.016247844940180764,0.03495115197743064,0.05966250457133901,0.03798129669296275,0.003761558957212267,0.04247426989185518
Phd. Melissa Williams,0.0,2.0,27610.0,894.0,6.0,321.0,307.0,172.0,,767.0,601.0,193.0,217.0,61.0,0.2519483905142722,2016.0,38.74136282737833,-9.169646173175702,66.0,1,1.0,31082.0,509.5409836065574,1,0.8882954764815649,0.028762627887523325,0.010327520751560388,0.009877099285760247,0.005533749436973168,0.0,0.024676661733479183,0.01933595006756322,0.00620938163567338,0.006981532719902194
Msc. Raphael Baker,2.0,4.0,38453.0,6109.0,14.0,399.0,665.0,933.0,775.0,939.0,991.0,342.0,365.0,169.0,0.5266590486397612,2000.0,38.744172122343,-9.127558079831008,44.0,0,2.0,49971.0,295.68639053254435,1,0.7695063136619239,0.12225090552520462,0.007984631086029897,0.013307718476716496,0.018670829080866903,0.015508995217225992,0.01879089872125833,0.019831502271317365,0.00684396950231134,0.007304236457145144
Phd. Rex Spore,2.0,2.0,11832.0,3347.0,14.0,1885.0,311.0,395.0,48.0,63.0,980.0,220.0,306.0,70.0,,2012.0,38.75628652747999,-9.170256872317523,58.0,0,3.0,19387.0,276.95714285714286,1,0.6103058750709238,0.17264146077268272,0.09723010264610306,0.016041677412699233,0.02037447774281735,0.00247588590292464,0.0032496002475885903,0.050549337184711406,0.011347810388404602,0.015783772631144583
Phd. Shirley Bowen,1.0,2.0,10368.0,159.0,14.0,1010.0,168.0,124.0,993.0,131.0,370.0,58.0,529.0,9.0,1.0,2016.0,38.7347644688867,-9.188281958264586,57.0,1,1.0,13910.0,1545.5555555555557,1,0.7453630481667864,0.011430625449317038,0.07260963335729691,0.01207764198418404,0.008914450035945364,0.07138749101365924,0.009417685118619698,0.026599568655643422,0.004169662113587347,0.03803019410496046
Bsc. Steven Sanford,0.0,3.0,18806.0,3121.0,7.0,877.0,547.0,1689.0,1574.0,2144.0,926.0,246.0,166.0,376.0,0.183196896802378,2010.0,38.778919586622855,-9.145372998803408,64.0,0,6.0,30096.0,80.04255319148936,1,0.6248670919723551,0.10370148856990963,0.02914008506113769,0.018175172780435938,0.05612041467304625,0.05229930887825625,0.07123870281765018,0.030768208399787347,0.00817384370015949,0.005515683147262094
Wyatt Amin,2.0,2.0,8453.0,1743.0,9.0,247.0,132.0,359.0,618.0,669.0,150.0,5.0,557.0,86.0,,2020.0,38.74866087049793,-9.157297427110077,32.0,0,2.0,12933.0,150.38372093023256,1,0.653599319570092,0.13477151472976107,0.019098430371916802,0.010206448619809788,0.027758447382664503,0.04778473672001856,0.05172813732312689,0.011598237067965669,0.0003866079022655223,0.043068120312379186
Troy Harris,2.0,2.0,10999.0,794.0,9.0,282.0,256.0,417.0,430.0,429.0,172.0,69.0,175.0,13.0,0.2190730694721896,2019.0,38.747585913603984,-9.155657126303574,34.0,0,3.0,14023.0,1078.6923076923076,1,0.7843542751194467,0.05662126506453683,0.020109819582115097,0.01825572274121087,0.029736860871425515,0.03066390929187763,0.030592597874919775,0.012265563716751051,0.004920487770091991,0.012479497967624617
Msc. Jermaine Welch,1.0,4.0,55715.0,3652.0,6.0,233.0,462.0,746.0,1436.0,947.0,1279.0,220.0,463.0,333.0,0.067980783337567,2016.0,38.78245740548365,-9.176779664450244,63.0,0,1.0,65153.0,195.65465465465465,1,0.8551409758568294,0.056052676008779334,0.0035761975657298975,0.00709100118183353,0.011449971605298297,0.022040427915828897,0.01453501757401808,0.01963071539299802,0.0033766672294445383,0.007106349669240096
Phd. Cindy Clemence,0.0,2.0,24604.0,445.0,7.0,44.0,213.0,264.0,809.0,817.0,925.0,103.0,571.0,136.0,0.133924243514758,2005.0,38.74749835612983,-9.14628335235972,63.0,1,2.0,28795.0,211.72794117647058,1,0.8544538982462233,0.015454071887480466,0.0015280430630317764,0.007397117555131099,0.009168258378190658,0.02809515540892516,0.028372981420385482,0.03212363257509984,0.0035770098975516583,0.01982983156798055
Msc. Jerry Harris,0.0,2.0,19659.0,1153.0,8.0,109.0,1010.0,54.0,898.0,806.0,878.0,268.0,472.0,186.0,0.2066217392908572,2013.0,38.73820570984904,-9.166994312522128,41.0,0,2.0,25307.0,136.05913978494624,0,0.7768206425099775,0.04556051685304461,0.004307108705101355,0.039909906350021736,0.002133796973169479,0.03548425336863319,0.03184889556249259,0.03469395819338523,0.010589955348322598,0.01865096613585174
Maile Wildman,2.0,3.0,11970.0,910.0,9.0,164.0,157.0,,569.0,134.0,542.0,62.0,263.0,44.0,0.521448780083631,2020.0,38.7486246095738,-9.15622127616676,29.0,1,2.0,14771.0,335.70454545454544,1,0.8103716742265249,0.061607203303770904,0.01110283663936091,0.010628935075485749,0.0,0.038521427120709495,0.009071829937038792,0.03669352108861959,0.00419741385146571,0.0178051587570239
Shonda Vaughn,2.0,1.0,13508.0,2116.0,12.0,134.0,178.0,803.0,794.0,651.0,109.0,63.0,148.0,119.0,1.0,2013.0,38.74866473981781,-9.15719599805834,32.0,1,2.0,18504.0,155.49579831932772,1,0.7300043233895374,0.1143536532641591,0.0072416774751405105,0.009619541720709036,0.04339602248162559,0.042909641158668396,0.03518158236057069,0.005890618244703848,0.003404669260700389,0.00799827064418504
Phd. Beverly Hebert,0.0,6.0,18584.0,3954.0,12.0,1119.0,576.0,1347.0,1105.0,1271.0,1471.0,384.0,300.0,12.0,0.2420568893415728,2015.0,38.78620962272526,-9.18966385460402,55.0,1,7.0,30111.0,2509.25,1,0.6171830892364917,0.13131413769054498,0.03716249875460795,0.019129221879047524,0.04473448241506426,0.03669755238949221,0.04221048786157883,0.04885257879180366,0.012752814586031683,0.009963136395337252
Phd. Audrey Trinkle,2.0,6.0,12496.0,1340.0,18.0,602.0,494.0,591.0,1269.0,182.0,1166.0,257.0,349.0,113.0,0.6955668272260733,2017.0,38.80809005621224,-9.101853101154555,53.0,1,0.0,18746.0,165.89380530973452,1,0.6665955403819481,0.07148191614211032,0.03211351755041075,0.026352288488210817,0.03152672570148298,0.06769444148084924,0.009708737864077669,0.062199935986343755,0.013709591379494292,0.018617305025072015
Phd. Rosa Branham,1.0,5.0,4936.0,332.0,,1961.0,451.0,352.0,34.0,12.0,909.0,199.0,385.0,39.0,0.1341435325430984,2014.0,38.77391236959293,-9.18033144915495,66.0,1,2.0,9571.0,245.4102564102564,1,0.5157245846828963,0.03468812036359837,0.20488977118378435,0.04712151290356285,0.036777766168634415,0.003552397868561279,0.0012537874830216278,0.0949744018388883,0.02079197576010866,0.040225681746943895
Msc. Diane Young,1.0,5.0,9369.0,1787.0,20.0,111.0,81.0,1112.0,695.0,191.0,468.0,42.0,355.0,344.0,,2017.0,38.76514412449262,-9.14683308408349,85.0,1,1.0,14211.0,41.31104651162791,1,0.6592780240658644,0.1257476602631764,0.007810850749419463,0.005699810006333122,0.07824924354373372,0.04890577721483358,0.013440292730983041,0.032932235592146926,0.002955457040320878,0.024980648793188374
Bsc. Peter Williams,2.0,4.0,1110.0,377.0,22.0,325.0,129.0,91.0,1118.0,,718.0,177.0,286.0,31.0,0.4270944434466067,2011.0,38.73509348654273,-9.13785033698592,44.0,0,1.0,4331.0,139.70967741935485,1,0.25629184945740013,0.08704687139228816,0.0750404063726622,0.02978526899099515,0.021011313784345415,0.258138997921958,0.0,0.16578157469406604,0.040868159778342183,0.06603555760794273
Heather Kressler,3.0,1.0,4960.0,7988.0,23.0,170.0,329.0,995.0,845.0,1349.0,495.0,1264.0,347.0,154.0,0.2353786139398699,2017.0,38.7288812152586,-9.18812409575492,59.0,1,1.0,18742.0,121.7012987012987,1,0.26464624906626827,0.4262085156333369,0.009070536762351937,0.0175541564400811,0.05308931810905987,0.045085903318749336,0.07197737701419273,0.026411268808024756,0.06744210863301675,0.018514566214918364
Phd. Ronald Drelick,1.0,7.0,21449.0,1628.0,9.0,423.0,279.0,598.0,632.0,58.0,343.0,242.0,262.0,142.0,0.5787751525827491,2006.0,38.76751544120692,-9.169162950485726,50.0,0,2.0,25914.0,182.49295774647888,1,0.8276993131126033,0.0628231843791001,0.016323222968279694,0.010766381106737671,0.023076329397237014,0.024388361503434437,0.002238172416454426,0.013236088600756347,0.009338581461758123,0.01011036505363896
Doris French,1.0,1.0,8297.0,17511.0,8.0,504.0,562.0,,777.0,357.0,255.0,933.0,269.0,167.0,0.3193886543166926,2014.0,38.75529905487955,-9.189544762555476,66.0,1,1.0,29465.0,176.437125748503,1,0.28158832513151194,0.5942983200407262,0.017105039877821145,0.01907347700661802,0.0,0.02637026981164093,0.012116069913456644,0.008654335652469031,0.031664686916680805,0.009129475649075174
Bsc. Edwin Puryear,0.0,5.0,17165.0,1281.0,14.0,2448.0,413.0,413.0,74.0,56.0,763.0,246.0,,58.0,0.1423704589646015,2016.0,38.73738224895202,-9.168417985353086,73.0,0,3.0,22859.0,394.12068965517244,1,0.7509077387462268,0.05603919681525876,0.1070912988319699,0.01806728203333479,0.01806728203333479,0.0032372369744958223,0.002449800953672514,0.033378537993788,0.010761625617918545,0.0
Msc. Cecil Williford,0.0,1.0,20692.0,739.0,8.0,594.0,431.0,266.0,762.0,708.0,918.0,43.0,159.0,158.0,0.1736103552724076,2016.0,38.75962969485556,-9.174347910516698,66.0,0,1.0,25312.0,160.20253164556962,1,0.8174778761061947,0.029195638432364095,0.023467130214917826,0.017027496839443743,0.010508849557522125,0.030104298356510746,0.027970922882427307,0.036267383059418457,0.0016987989886219975,0.006281605562579014
Msc. Sean Mcgee,1.0,5.0,40468.0,2505.0,13.0,377.0,845.0,514.0,1376.0,1210.0,1117.0,411.0,286.0,229.0,,2009.0,38.72342859533948,-9.164810477162716,42.0,0,1.0,49109.0,214.44978165938863,1,0.824044472499949,0.051008980024028185,0.007676800586450549,0.017206622004113298,0.010466513266407379,0.02801930399723065,0.02463906819523916,0.022745321631472845,0.008369138039870492,0.005823779755238347
Msc. Raymond Crawley,0.0,5.0,10036.0,1350.0,12.0,138.0,486.0,152.0,393.0,368.0,752.0,247.0,277.0,238.0,0.7896215914588776,2021.0,38.755177212810445,-9.113685988916822,50.0,0,1.0,14199.0,59.65966386554622,0,0.7068103387562504,0.09507711810690894,0.009718994295372914,0.03422776251848722,0.010704979223889006,0.027678005493344603,0.025917318120994435,0.05296147616029298,0.017395591238819636,0.019508416085639833
Phd. Jessica Davis,0.0,5.0,14081.0,1433.0,11.0,1412.0,550.0,174.0,119.0,23.0,1564.0,63.0,396.0,44.0,0.1755743076472592,2014.0,38.74360137825107,-9.187388088222352,77.0,1,2.0,19815.0,450.34090909090907,1,0.7106232652031289,0.0723189502901842,0.07125914711077466,0.02775674993691648,0.008781226343679031,0.006005551349987383,0.00116073681554378,0.07893010345697704,0.0031794095382286147,0.019984859954579864
William Russell,2.0,2.0,9912.0,684.0,10.0,166.0,185.0,536.0,467.0,580.0,662.0,155.0,8.0,56.0,1.0,2016.0,38.74713232850255,-9.156791544468774,30.0,0,2.0,13355.0,238.48214285714286,1,0.7421939348558593,0.051216772744290526,0.012429801572444778,0.013852489704230626,0.040134780980906025,0.03496817671284163,0.04342942718083115,0.04956944964432797,0.011606140022463497,0.0005990265818045675
Phd. Albert Bautista,0.0,2.0,14626.0,519.0,8.0,2224.0,405.0,47.0,229.0,25.0,1738.0,83.0,543.0,130.0,0.2685093392899126,2017.0,38.74758308030258,-9.11036099944714,45.0,0,3.0,20439.0,157.22307692307692,1,0.7155927393708107,0.025392631733450757,0.10881158569401635,0.019815059445178335,0.00229952541709477,0.011204070649248984,0.001223151817603601,0.08503351435980235,0.0040608640344439555,0.026566857478350213
Bsc. Charles Butler,0.0,5.0,13614.0,1486.0,12.0,1515.0,575.0,257.0,70.0,106.0,1084.0,12.0,349.0,114.0,0.2806502932967027,2019.0,38.75199553838272,-9.174468271025336,72.0,0,3.0,19068.0,167.26315789473685,1,0.7139710509754562,0.07793161317390393,0.07945248584015104,0.030155233899727293,0.013478078456052024,0.003671071953010279,0.005559051814558422,0.05684917138661632,0.0006293266205160479,0.018302915880008392
Phd. Sarah Breedlove,0.0,1.0,24965.0,172.0,,411.0,409.0,235.0,812.0,781.0,469.0,3.0,403.0,71.0,0.244106217126624,2014.0,38.76450536958561,-9.145440204229734,82.0,1,1.0,28660.0,403.6619718309859,1,0.8710746685275645,0.006001395673412422,0.014340544312630845,0.01427076064200977,0.008199581297976273,0.028332170272156315,0.02725052337752966,0.01636427076064201,0.000104675505931612,0.014061409630146546
Bsc. Teresa Kolbe,1.0,5.0,17477.0,197.0,19.0,449.0,38.0,116.0,679.0,267.0,239.0,32.0,283.0,58.0,0.9685747241216632,2020.0,38.75347216136598,-9.172974931910112,56.0,1,0.0,19777.0,340.98275862068965,1,0.8837032917024826,0.00996106588461344,0.022703140011124032,0.0019214238762198512,0.005865399201092178,0.03433281084087576,0.013500530919755272,0.012084744905698538,0.0016180411589219801,0.01430955149921626
Bsc. Helen Schellermann,1.0,6.0,14118.0,199.0,15.0,714.0,94.0,145.0,737.0,281.0,780.0,876.0,242.0,67.0,0.4812352317209566,2017.0,38.70797937671153,-9.176029389905269,75.0,1,0.0,18186.0,271.43283582089555,1,0.7763114483668756,0.010942483228857363,0.03926096997690531,0.005168811173430111,0.007973166171780491,0.04052567909380842,0.015451446167381502,0.04289013526888816,0.04816892114813593,0.013306939403937094
Bsc. Homer Key,0.0,2.0,15326.0,208.0,8.0,1297.0,711.0,164.0,25.0,95.0,2181.0,260.0,431.0,114.0,0.1728278313977227,2018.0,38.76624813377199,-9.175308432939405,65.0,0,2.0,20698.0,181.56140350877192,1,0.7404580152671756,0.010049280123683448,0.06266305923277611,0.03435114503816794,0.007923470866750411,0.0012078461687119529,0.004589815441105421,0.10537249975843077,0.01256160015460431,0.020823267948594067
Bsc. Michelle Mcdonald,1.0,3.0,7913.0,436.0,20.0,1300.0,112.0,89.0,1019.0,248.0,473.0,332.0,241.0,56.0,0.0553078518378653,2019.0,38.71802016755005,-9.192253684563909,85.0,1,2.0,12163.0,217.19642857142858,1,0.6505796267368248,0.035846419468881036,0.10688152593932418,0.009208254542464852,0.007317273698922963,0.08377867302474719,0.02038970648688646,0.03888843213023103,0.0272958973937351,0.019814190577982407
Msc. Lillian English,0.0,1.0,21304.0,5048.0,9.0,487.0,693.0,1537.0,976.0,1098.0,795.0,429.0,126.0,411.0,0.2001324943050932,2007.0,38.76977998427849,-9.132207690509157,37.0,1,9.0,32493.0,79.05839416058394,1,0.6556489089957837,0.1553565383313329,0.01498784353553073,0.021327670575200814,0.04730249592219863,0.030037238789893207,0.03379189363862986,0.024466808235619978,0.013202843689410026,0.0038777582864001478
Msc. Noemi Patterson,1.0,5.0,9089.0,,12.0,73.0,479.0,398.0,881.0,87.0,1003.0,279.0,482.0,303.0,0.8351616679797221,2013.0,38.791407857722334,-9.198822433305583,37.0,1,1.0,12771.0,42.148514851485146,1,0.7116905488998512,0.0,0.005716075483517344,0.03750685146033983,0.031164356745752096,0.06898441782162712,0.006812309137890533,0.07853731109545063,0.021846370683579985,0.03774175867199123
Msc. Micheal Adams,1.0,2.0,12137.0,273.0,18.0,507.0,159.0,179.0,,186.0,69.0,113.0,397.0,50.0,0.5326619268297722,2015.0,38.77138959505943,-9.193808049209546,74.0,0,2.0,14020.0,280.4,1,0.8656918687589158,0.019472182596291014,0.03616262482168331,0.011340941512125535,0.012767475035663339,0.0,0.01326676176890157,0.004921540656205421,0.008059914407988587,0.028316690442225394
Msc. Andrew Henderson,1.0,2.0,2062.0,10749.0,23.0,337.0,7.0,1239.0,1784.0,373.0,673.0,762.0,340.0,208.0,0.5002561478245566,2018.0,38.734467511420135,-9.190231945855876,27.0,0,0.0,18326.0,88.10576923076923,1,0.11251773436647386,0.5865437083924478,0.018389173851358725,0.0003819709702062643,0.06760886172650879,0.09734803012113936,0.020353595983848085,0.036723780421259414,0.04158026847102477,0.01855287569573284
Phd. Sergio Lombardo,0.0,3.0,9931.0,580.0,6.0,1550.0,838.0,173.0,133.0,276.0,1449.0,81.0,445.0,94.0,0.2706796560215229,2013.0,38.779797038579126,-9.12094028948128,86.0,0,2.0,15456.0,164.4255319148936,1,0.6425336438923396,0.037525879917184264,0.10028467908902691,0.0542184265010352,0.011193064182194616,0.008605072463768116,0.017857142857142856,0.09375,0.005240683229813665,0.028791407867494824
Msc. Wendy Mcginnis,0.0,2.0,5990.0,1865.0,19.0,43.0,58.0,877.0,261.0,849.0,56.0,281.0,192.0,48.0,0.0978651785474958,2021.0,38.71676459307925,-9.162689745903748,25.0,1,0.0,10472.0,218.16666666666666,1,0.5720015278838808,0.17809396485867074,0.004106187929717341,0.005538579067990833,0.08374713521772345,0.024923605805958746,0.0810733384262796,0.0053475935828877,0.02683346065699007,0.01833460656990069
Phd. Kendrick Chambers,1.0,6.0,1096.0,3473.0,7.0,1839.0,310.0,,42.0,51.0,619.0,217.0,363.0,59.0,0.101739662785629,2016.0,38.77660251281205,-9.192363192483525,76.0,0,2.0,8010.0,135.76271186440678,1,0.13682896379525594,0.43358302122347064,0.2295880149812734,0.03870162297128589,0.0,0.0052434456928838954,0.006367041198501872,0.07727840199750312,0.027091136079900126,0.04531835205992509
Bsc. Juliet Bosworth,0.0,2.0,17967.0,890.0,8.0,162.0,226.0,234.0,997.0,1056.0,959.0,283.0,226.0,186.0,0.3274914442396248,2004.0,38.74168471101529,-9.154100873953126,60.0,1,2.0,23000.0,123.65591397849462,1,0.7811739130434783,0.03869565217391304,0.007043478260869565,0.00982608695652174,0.01017391304347826,0.043347826086956524,0.04591304347826087,0.04169565217391304,0.012304347826086956,0.00982608695652174
Nadia Hayes,2.0,2.0,8585.0,2508.0,7.0,124.0,149.0,348.0,511.0,482.0,722.0,119.0,199.0,32.0,1.0,2017.0,38.74709417680512,-9.157229922680775,34.0,1,3.0,13747.0,429.59375,1,0.624499890885284,0.1824398050483742,0.009020149850876555,0.010838728449843602,0.0253146140976213,0.03717174656288645,0.03506219538808467,0.05252054993816833,0.008656434131083145,0.014475885647777697
Bsc. Susan Melody,1.0,2.0,11769.0,2636.0,8.0,1952.0,258.0,481.0,70.0,39.0,246.0,208.0,120.0,69.0,0.1228430304892548,2009.0,38.74820983394988,-9.18965663643901,40.0,1,1.0,17779.0,257.6666666666667,1,0.6619607401991113,0.14826480679453288,0.10979245176894088,0.014511502334214523,0.027054390010686765,0.003937229315484561,0.0021935991900556835,0.013836548737274312,0.01169919568029698,0.006749535969402104
Bsc. Diane Graban,5.0,1.0,10436.0,3127.0,15.0,2170.0,349.0,368.0,65.0,851.0,1031.0,276.0,160.0,91.0,0.2069847227741091,2015.0,38.74328803227991,-9.16598531165876,77.0,1,2.0,18833.0,206.95604395604394,1,0.5541337014814421,0.16603833696171613,0.1152232782881113,0.018531301438963522,0.01954016885254606,0.0034513885201507993,0.04518664047151277,0.054744331758084214,0.014655126639409547,0.008495725588063505
Phd. Nancy Willingham,0.0,4.0,13694.0,2561.0,21.0,227.0,739.0,1027.0,624.0,301.0,2281.0,360.0,316.0,282.0,0.7726722412964591,2007.0,38.785750378169645,-9.16541966379874,85.0,1,1.0,22130.0,78.47517730496453,1,0.6187980117487574,0.1157252598282874,0.010257568910980569,0.033393583370989605,0.04640759150474469,0.028197017623136013,0.01360144600090375,0.10307275192046995,0.016267510167193855,0.014279258924536829
Bsc. Tammy Markle,0.0,3.0,14247.0,1541.0,12.0,,51.0,938.0,413.0,499.0,758.0,352.0,59.0,7.0,0.0286765904410178,2017.0,38.78568955839585,-9.159837904415369,39.0,1,1.0,18858.0,2694.0,1,0.7554883868915049,0.0817159826068512,0.0,0.002704422526248807,0.04974016332590943,0.02190051967334818,0.02646091844310107,0.04019514264503129,0.018665818220383924,0.0031286456676211686
Jarrod Richardson,1.0,1.0,9329.0,,20.0,262.0,733.0,1197.0,865.0,1213.0,,1749.0,59.0,82.0,0.2167033087983411,2019.0,38.72471000755518,-9.18930545456957,41.0,0,0.0,15407.0,187.890243902439,1,0.605503991692088,0.0,0.017005257350554942,0.04757577724410982,0.07769195820081781,0.05614331148179399,0.07873044719932498,0.0,0.11351982864931524,0.003829428181995197
Bsc. Clarence Deem,1.0,6.0,19724.0,,14.0,195.0,163.0,130.0,959.0,295.0,396.0,,10.0,28.0,0.9214116202303266,2016.0,38.734694920327975,-9.186698064654497,63.0,0,2.0,21872.0,781.1428571428571,1,0.9017922457937089,0.0,0.008915508412582297,0.007452450621799561,0.005943672275054865,0.04384601316752012,0.013487564008778347,0.018105340160936356,0.0,0.00045720555961960497
James Shipley,2.0,1.0,9256.0,57.0,11.0,236.0,279.0,473.0,198.0,604.0,516.0,141.0,277.0,21.0,0.3223048688309233,2021.0,38.74687974468589,-9.156805402217168,33.0,0,3.0,12037.0,573.1904761904761,1,0.7689623660380493,0.004735399185843649,0.019606214172966686,0.023178532857024176,0.03929550552463238,0.016449281382404254,0.05017861593420288,0.04286782420868987,0.011713882196560605,0.023012378499626153
Bsc. Kristin Johnson,2.0,4.0,11103.0,287.0,22.0,438.0,216.0,207.0,688.0,136.0,297.0,1.0,129.0,27.0,0.5735730494797877,2016.0,38.78291676806324,-9.168793371667752,84.0,1,0.0,13502.0,500.0740740740741,1,0.8223226188712783,0.021256110205895424,0.032439638572063396,0.015997629980743593,0.015331062064879277,0.050955414012738856,0.010072581839727448,0.02199674122352244,7.406310176270182e-05,0.009554140127388535
Msc. Lola Bednorz,1.0,1.0,17689.0,5571.0,10.0,1235.0,902.0,1393.0,1284.0,1540.0,709.0,380.0,617.0,322.0,0.2347731397589266,2011.0,38.74267370590439,-9.173479881479368,33.0,1,7.0,31320.0,97.26708074534162,1,0.5647828863346105,0.17787356321839082,0.039431673052362705,0.02879948914431673,0.04447637292464879,0.04099616858237548,0.0491698595146871,0.02263729246487867,0.012132822477650063,0.01969987228607918
Bsc. Sue Tracy,0.0,1.0,15375.0,112.0,12.0,1536.0,801.0,229.0,140.0,197.0,2419.0,62.0,224.0,182.0,0.2784048795434856,2017.0,38.77333854886686,-9.192603956040898,86.0,1,1.0,21095.0,115.9065934065934,1,0.7288456980327092,0.005309315003555345,0.07281346290590188,0.03797108319506992,0.01085565299834084,0.006636643754444181,0.009338705854467883,0.11467172315714624,0.002939085091253852,0.01061863000711069
Nicholas Smith,2.0,3.0,8777.0,515.0,12.0,171.0,335.0,547.0,566.0,307.0,199.0,110.0,26.0,68.0,0.78447582098267,2018.0,38.74785160023925,-9.155790973363628,30.0,0,3.0,11553.0,169.89705882352942,1,0.7597160910585995,0.04457716610404224,0.014801350298623735,0.028996797368648835,0.04734700943477885,0.0489916039124037,0.026573184454254307,0.017224963213018262,0.009521336449407081,0.0022504977062234918
Msc. Jeffrey Rowden,1.0,2.0,5143.0,63.0,8.0,422.0,513.0,10.0,1153.0,550.0,808.0,64.0,271.0,235.0,0.1308380067256067,2017.0,38.75789141418175,-9.174481046364743,67.0,0,2.0,8997.0,38.285106382978725,1,0.5716349894409247,0.007002334111370457,0.046904523730132264,0.05701900633544515,0.0011114816049794375,0.12815382905412914,0.061131488273869064,0.08980771368233856,0.0071134822718684,0.03012115149494276
Phd. Hazel Smith,0.0,4.0,10285.0,52.0,12.0,271.0,100.0,86.0,907.0,229.0,326.0,476.0,81.0,8.0,0.5284529683698045,2007.0,38.75425846034632,-9.166133460434375,53.0,1,0.0,12813.0,1601.625,1,0.8027003824241006,0.004058378209630844,0.02115039413096074,0.007804573480059315,0.006711933192851011,0.07078748146413799,0.01787247326933583,0.025442909544993366,0.03714976976508234,0.006321704518848045
Msc. Joseph Parras,1.0,3.0,12696.0,177.0,14.0,8.0,142.0,200.0,785.0,475.0,361.0,220.0,577.0,73.0,0.983346756353106,2020.0,38.73354616932492,-9.19431752634289,37.0,0,1.0,15641.0,214.26027397260273,0,0.8117128060865674,0.011316411994118022,0.0005114762483217185,0.009078703407710505,0.012786906208042964,0.05018860686656863,0.03036890224410204,0.02308036570551755,0.01406559682884726,0.03689022441020395
