customer_name,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,average_value_per_product,has_loyalty_card,lifetime_spend_groceries_prop,lifetime_spend_electronics_prop,lifetime_spend_vegetables_prop,lifetime_spend_nonalcohol_drinks_prop,lifetime_spend_alcohol_drinks_prop,lifetime_spend_meat_prop,lifetime_spend_fish_prop,lifetime_spend_hygiene_prop,lifetime_spend_videogames_prop,lifetime_spend_petfood_prop,Cluster,cluster
Ann Soto,2.0,4.0,9597.0,438.0,8.0,228.0,192.0,563.0,383.0,1465.0,682.0,101.0,226.0,112.0,0.0932538841495575,2018.0,38.74727527230604,-9.156302244484236,35.0,1,2.0,13875.0,123.88392857142856,1,0.6916756756756757,0.0315675675675675,0.0164324324324324,0.0138378378378378,0.0405765765765765,0.0276036036036036,0.1055855855855855,0.0491531531531531,0.0072792792792792,0.0162882882882882,0,0
Phd. Laura Hammond,3.0,6.0,35131.0,3357.0,11.0,870.0,737.0,1586.0,2423.0,157.0,1407.0,421.0,84.0,267.0,0.0687936053795593,2015.0,38.768372540566446,-9.147232151087966,63.0,1,3.0,46173.0,172.93258426966293,1,0.7608559114634094,0.0727048274965889,0.0188421804950945,0.0159617092240053,0.03434907846577,0.0524765555627747,0.003400255560609,0.0304723539731011,0.0091178827453273,0.0018192450133194,0,0
Bsc. Julie Wassermann,0.0,4.0,1373.0,672.0,8.0,726.0,68.0,110.0,1031.0,311.0,565.0,19.0,298.0,58.0,1.0,2021.0,38.78468122437776,-9.148262596723471,72.0,1,0.0,5173.0,89.1896551724138,1,0.2654165861202397,0.1299052774018944,0.1403440943359752,0.0131451768799536,0.021264256717572,0.1993040788710612,0.0601198530833172,0.109220954958438,0.0036729170693988,0.0576068045621496,2,2
Bsc. Pauline Spradling,0.0,1.0,4396.0,156.0,15.0,1529.0,529.0,120.0,360.0,156.0,1623.0,70.0,832.0,180.0,,2015.0,38.73881862978974,-9.18452139252292,53.0,1,1.0,9771.0,54.28333333333333,1,0.4499027735134582,0.0159656125268652,0.1564834714972879,0.0541398014532801,0.0122812404052809,0.0368437212158428,0.0159656125268652,0.1661037764814246,0.0071640569030805,0.0851499334766144,4,4
Phd. August Dow,1.0,5.0,17400.0,240.0,14.0,1638.0,576.0,391.0,101.0,162.0,1495.0,232.0,,66.0,,2020.0,38.75188229018683,-9.11031396093673,39.0,0,3.0,22235.0,336.8939393939394,1,0.7825500337306049,0.0107937935686979,0.0736676411063638,0.0259051045648751,0.0175848886890038,0.004542388126827,0.0072858106588711,0.0672363391050146,0.0104340004497414,0.0,3,3
Msc. Jarod Dixon,2.0,5.0,13707.0,2787.0,14.0,635.0,478.0,27.0,918.0,826.0,564.0,334.0,233.0,243.0,0.2331930648408604,2006.0,38.8017125275342,-9.042064882046128,81.0,0,3.0,20509.0,84.39917695473251,1,0.6683407284606758,0.1358915598030133,0.0309620166756058,0.0233068408991174,0.0013164951972304,0.0447608367058364,0.040275001218977,0.0275001218977034,0.0162855331805548,0.0113608659612852,0,0
Msc. Myrtle Su,2.0,6.0,26622.0,5060.0,9.0,140.0,1346.0,1787.0,1143.0,1213.0,1280.0,399.0,371.0,473.0,0.1449866953098741,2016.0,38.78647259954278,-9.168650363738454,79.0,1,7.0,39361.0,83.21564482029598,1,0.6763547674093646,0.1285536444704148,0.0035568202027387,0.034196285663474,0.045400269302101,0.0290388963695028,0.0308173064708721,0.0325194989964685,0.0101369375778054,0.0094255735372576,0,0
Bsc. Richard Mckinney,0.0,2.0,10058.0,1550.0,19.0,194.0,210.0,1197.0,57.0,525.0,364.0,219.0,472.0,17.0,,2029.0,38.70565963033972,-9.151542498275417,25.0,0,0.0,14846.0,873.2941176470588,1,0.6774888858951906,0.1044052269971709,0.0130674929273878,0.0141452243028425,0.0806277785262023,0.0038394180250572,0.0353630607571062,0.0245183887915936,0.0147514482015357,0.0317930755759127,0,0
Phd. Henry Robinson,0.0,3.0,10922.0,273.0,13.0,712.0,177.0,321.0,535.0,77.0,330.0,54.0,319.0,41.0,0.8277847842889768,2017.0,38.74089658989968,-9.190733144573116,36.0,0,2.0,13720.0,334.6341463414634,1,0.796064139941691,0.0198979591836734,0.0518950437317784,0.0129008746355685,0.0233965014577259,0.0389941690962099,0.0056122448979591,0.0240524781341107,0.003935860058309,0.0232507288629737,0,0
Msc. Amy Martinez,0.0,2.0,20383.0,163.0,7.0,438.0,410.0,879.0,719.0,584.0,853.0,220.0,306.0,187.0,0.1769524942032408,2014.0,38.75132007168674,-9.14342070315235,62.0,1,1.0,24955.0,133.44919786096256,1,0.8167902224003206,0.0065317571628932,0.0175515928671608,0.0164295732318172,0.0352234021238228,0.0288118613504307,0.0234021238228811,0.0341815267481466,0.0088158685634141,0.0122620717291124,0,0
Phd. Susan Salazar,0.0,4.0,19929.0,5715.0,8.0,442.0,870.0,2881.0,1391.0,1465.0,1176.0,391.0,394.0,241.0,0.2656216884871673,2021.0,38.7481639753894,-9.131305034449907,37.0,1,4.0,34654.0,143.79253112033194,1,0.5750851272580366,0.164916027009869,0.0127546603566687,0.0251053269463842,0.0831361458994632,0.0401396664165752,0.0422750620418999,0.033935476424078,0.0112829687770531,0.0113695388699717,0,0
Phd. Jeffrey Pinkney,1.0,6.0,10904.0,1552.0,11.0,2115.0,264.0,529.0,42.0,85.0,533.0,121.0,372.0,86.0,0.1149522911258827,2014.0,38.7443892367225,-9.125444973944033,54.0,0,1.0,16517.0,192.0581395348837,1,0.6601683114367016,0.0939637948780044,0.1280498879941878,0.0159835321184234,0.0320276079191136,0.0025428346552037,0.0051462129926742,0.0322697826481806,0.0073257855542774,0.022522249803233,3,3
Conrad Johnson,2.0,2.0,8918.0,836.0,10.0,138.0,178.0,594.0,557.0,312.0,505.0,120.0,343.0,80.0,0.4469451909301469,2025.0,38.74850355876657,-9.157089087781545,28.0,0,3.0,12501.0,156.2625,1,0.7133829293656507,0.0668746500279977,0.0110391168706503,0.0142388608911287,0.0475161987041036,0.0445564354851611,0.0249580033597312,0.0403967682585393,0.009599232061435,0.0274378049756019,2,2
Phd. Eloise Polk,1.0,6.0,29405.0,5500.0,11.0,237.0,636.0,629.0,715.0,680.0,1369.0,276.0,196.0,129.0,0.3714712441934834,2011.0,38.73318636606631,-9.164780791263306,70.0,1,2.0,39643.0,307.31007751937983,1,0.7417450747925233,0.1387382387811215,0.0059783568347501,0.0160431854299624,0.0158666094896955,0.0180359710415457,0.0171530913402113,0.0345332088893373,0.0069621370733799,0.0049441263274726,0,0
Msc. Anthony Norton,1.0,1.0,10540.0,161.0,13.0,773.0,91.0,169.0,770.0,278.0,271.0,132.0,374.0,84.0,1.0,2017.0,38.729814860529885,-9.1373453875092,54.0,0,,13559.0,161.41666666666666,1,0.7773434619072203,0.0118740320082601,0.0570101039899697,0.0067114093959731,0.012464046021093,0.0567888487351574,0.0205029869459399,0.0199867246847112,0.0097352312117412,0.0275831550999336,2,2
Margaret Wallace,2.0,3.0,8941.0,1351.0,9.0,324.0,102.0,589.0,543.0,,259.0,129.0,234.0,123.0,0.7410135208787427,2021.0,38.74715477853082,-9.156191607317298,30.0,1,2.0,12472.0,101.39837398373984,1,0.7168858242463118,0.1083226427196921,0.0259781911481719,0.0081783194355356,0.0472257857601026,0.0435375240538806,0.0,0.0207665169980756,0.0103431686978832,0.0187620269403463,0,0
Bsc. Alba Hallenbeck,1.0,5.0,8171.0,4.0,18.0,633.0,108.0,149.0,675.0,123.0,628.0,56.0,523.0,31.0,0.7894602859792461,2012.0,38.71308473263361,-9.12366008451829,56.0,1,1.0,11070.0,357.0967741935484,1,0.7381210478771454,0.0003613369467028,0.0571815718157181,0.0097560975609756,0.0134598012646793,0.0609756097560975,0.0111111111111111,0.0567299006323396,0.0050587172538392,0.0472448057813911,2,2
Msc. Gary Jacobsen,0.0,2.0,27566.0,1578.0,6.0,1060.0,386.0,300.0,551.0,207.0,637.0,87.0,603.0,204.0,0.1397217837511299,2010.0,38.7411238609523,-9.169270706726865,83.0,0,1.0,32975.0,161.6421568627451,1,0.8359666413949962,0.0478544351781652,0.0321455648218347,0.0117058377558756,0.0090978013646702,0.0167096285064442,0.0062774829416224,0.0193176648976497,0.0026383623957543,0.0182865807429871,0,0
Bsc. Jessie Heinlen,1.0,6.0,7258.0,2723.0,17.0,272.0,631.0,331.0,609.0,54.0,938.0,101.0,96.0,260.0,0.6199687004144245,2012.0,38.78916465081458,-9.155319269754662,71.0,1,1.0,13013.0,50.05,1,0.5577499423653269,0.2092522861753631,0.0209021747483285,0.0484899715668946,0.0254361023591792,0.0467993544916621,0.0041496964573887,0.0720817643894567,0.0077614692999308,0.0073772381464689,2,2
Phd. Maria Parke,1.0,2.0,4468.0,1406.0,8.0,686.0,131.0,195.0,847.0,,1174.0,230.0,237.0,154.0,0.1730357776289937,2005.0,38.75701407304653,-9.137409830722335,56.0,1,0.0,9374.0,60.87012987012987,1,0.4766375080008534,0.1499893321954341,0.0731811393215276,0.0139748239812246,0.0208022189033496,0.0903563046724984,0.0,0.1252400256027309,0.0245359505013868,0.0252826968209942,2,2
Bsc. Mildred Williams,1.0,4.0,17327.0,1212.0,11.0,1067.0,636.0,6.0,104.0,59.0,2224.0,203.0,182.0,157.0,0.2574525913809052,2016.0,38.77404508823578,-9.104014880651452,61.0,1,2.0,23020.0,146.62420382165604,1,0.7526933101650739,0.0526498696785404,0.0463509991311902,0.0276281494352736,0.0002606429192006,0.0045178105994787,0.0025629887054735,0.0966116420503909,0.0088184187662901,0.0079061685490877,4,4
Laura Salazar,2.0,2.0,9099.0,483.0,10.0,143.0,482.0,455.0,341.0,253.0,332.0,124.0,256.0,55.0,0.7918801093859666,2017.0,38.747145672938906,-9.1572214114059,30.0,1,3.0,11968.0,217.6,1,0.7602774064171123,0.0403576203208556,0.0119485294117647,0.0402740641711229,0.0380180481283422,0.0284926470588235,0.0211397058823529,0.0277406417112299,0.0103609625668449,0.0213903743315508,0,0
Bsc. John Burgess,1.0,3.0,16926.0,148.0,12.0,2026.0,424.0,165.0,66.0,,809.0,237.0,337.0,102.0,0.1299551710142873,2014.0,38.71306618129768,-9.195488336536128,50.0,0,2.0,21138.0,207.23529411764707,1,0.8007380073800738,0.0070016084776232,0.0958463430788154,0.0200586621250827,0.0078058472892421,0.0031223389156968,0.0,0.038272305799981,0.011212035197275,0.0159428517362096,3,3
Msc. Jimmie Mathews,1.0,1.0,31143.0,5552.0,9.0,806.0,934.0,1314.0,2182.0,1392.0,381.0,492.0,453.0,261.0,0.1590476965203659,1997.0,38.74513655165631,-9.162598405568872,59.0,0,4.0,44649.0,171.06896551724137,1,0.6975072230061143,0.1243476897578893,0.0180519160563506,0.02091872158391,0.029429550493852,0.0488700754776142,0.0311765101122085,0.008533225828126,0.0110192837465564,0.0101458039373782,0,0
Bsc. Ricky Searchwell,0.0,5.0,17082.0,602.0,9.0,1730.0,687.0,110.0,343.0,113.0,1798.0,162.0,179.0,75.0,0.0251152637311915,2015.0,38.76034030332527,-9.13751305300133,63.0,0,2.0,22806.0,304.08,1,0.7490134175217048,0.0263965623081645,0.0758572305533631,0.0301236516706129,0.0048232921161097,0.0150399017802332,0.0049548364465491,0.0788389020433219,0.0071033938437253,0.007848811716215,4,4
Msc. Alden Jones,1.0,2.0,13127.0,4156.0,14.0,,835.0,525.0,1148.0,1062.0,1818.0,222.0,440.0,264.0,,2014.0,38.74890049381962,-9.180540161010544,52.0,0,1.0,23333.0,88.38257575757575,1,0.5625937513393049,0.178116830240432,0.0,0.0357862255175073,0.0225003214331633,0.0492007028671838,0.0455149359276561,0.0779153987914113,0.0095144216345947,0.0188574122487464,2,2
Benjamin Rose,2.0,3.0,10721.0,499.0,10.0,296.0,671.0,511.0,652.0,289.0,249.0,131.0,540.0,94.0,0.1423366389745661,2024.0,38.74775461470334,-9.157274906960478,30.0,0,2.0,14559.0,154.88297872340425,1,0.7363829933374545,0.0342743320282986,0.020331066694141,0.0460883302424617,0.0350985644618449,0.0447832955560134,0.019850264441239,0.0171028229960848,0.00899787073288,0.0370904595095817,2,2
Msc. Kenneth Peterson,3.0,4.0,24597.0,695.0,,349.0,377.0,409.0,939.0,445.0,950.0,263.0,125.0,300.0,0.4237438741182255,2016.0,38.72666644831899,-9.091144130705729,40.0,0,2.0,29149.0,97.16333333333333,1,0.8438368383134928,0.0238430134824522,0.0119729664825551,0.0129335483206971,0.0140313561357164,0.032213798071975,0.0152663899276132,0.0325911695083879,0.0090226079796905,0.0042883117774194,0,0
Msc. Leanora Felver,0.0,2.0,17451.0,6536.0,9.0,1302.0,831.0,1658.0,1744.0,127.0,1197.0,377.0,587.0,478.0,0.2133060863580495,2017.0,38.7260267351684,-9.138806047146916,64.0,1,6.0,31810.0,66.54811715481172,1,0.5486010688462748,0.2054699779943414,0.0409305249921408,0.0261238604212511,0.0521219742219427,0.0548255265639735,0.0039924552027664,0.037629676202452,0.0118516189877397,0.0184533165671172,2,2
Kevin Wright,1.0,1.0,15607.0,4859.0,19.0,240.0,503.0,958.0,1353.0,1030.0,325.0,1755.0,452.0,136.0,0.1711533657126547,2018.0,38.748294336291416,-9.16746184999633,78.0,0,0.0,27082.0,199.1323529411765,1,0.5762868325825271,0.1794180636585185,0.0088619747433719,0.0185732220663171,0.0353740491839598,0.0499593826157595,0.0380326416069714,0.0120005907983162,0.0648031903109076,0.0166900524333505,1,1
Bsc. Gloria Huskey,1.0,2.0,13883.0,2849.0,14.0,,491.0,411.0,49.0,682.0,353.0,213.0,391.0,88.0,0.0506633073288596,2014.0,38.75997667978887,-9.18101362878732,54.0,1,2.0,19322.0,219.5681818181818,1,0.718507400890177,0.1474485042956215,0.0,0.0254114480902598,0.0212710899492806,0.0025359693613497,0.0352965531518476,0.0182693302970706,0.0110237035503571,0.0202360004140358,0,0
Msc. Timothy Martin,0.0,6.0,17098.0,3703.0,9.0,1986.0,969.0,303.0,2398.0,1066.0,1040.0,275.0,733.0,304.0,0.1579628809352317,2011.0,38.74681139377049,-9.19598400908614,38.0,0,6.0,29571.0,97.27302631578948,1,0.5782016164485476,0.1252240370633391,0.0671603936288931,0.0327685908491427,0.010246525311961,0.0810929626999425,0.0360488316255791,0.0351695918298332,0.0092996516857732,0.0247877988569882,2,2
Bsc. David Lyle,1.0,2.0,27719.0,4658.0,10.0,1420.0,827.0,1334.0,1842.0,929.0,840.0,622.0,815.0,168.0,0.31226835889603,2007.0,38.72759100396437,-9.124471903502574,73.0,0,4.0,41006.0,244.08333333333331,1,0.6759742476710725,0.113593132712286,0.0346290786714139,0.0201677803248305,0.0325318246110325,0.0449202555723552,0.0226552211871433,0.0204848071013997,0.0151685119250841,0.0198751402233819,0,0
Bsc. Helen Redenbaugh,0.0,5.0,16481.0,2164.0,17.0,14.0,588.0,455.0,330.0,631.0,954.0,311.0,419.0,298.0,0.4673815339107454,2015.0,38.69185825354512,-9.13199668502972,47.0,1,1.0,22347.0,74.98993288590604,1,0.7375039155143868,0.0968362643755313,0.0006264823018749,0.0263122566787488,0.0203606748109365,0.01476708282991,0.0282364523202219,0.0426902939991945,0.013916856848794,0.0187497203204009,0,0
Phd. Blanche Watkins,0.0,3.0,22880.0,474.0,16.0,1834.0,333.0,429.0,34.0,371.0,1097.0,210.0,136.0,77.0,0.0661202201862795,2010.0,38.78429021018867,-9.1312503425089,79.0,1,2.0,27798.0,361.012987012987,1,0.8230807971796532,0.0170515864450679,0.0659759694942082,0.0119792790848262,0.0154327649471184,0.0012231095762285,0.0133462839053169,0.039463270738902,0.0075545003237643,0.004892438304914,3,3
Bsc. Brian Colon,3.0,2.0,9183.0,46.0,15.0,418.0,274.0,712.0,1047.0,945.0,352.0,564.0,,54.0,0.3081032590092099,2015.0,38.765764214165095,-9.157663175703805,86.0,0,2.0,13541.0,250.75925925925927,1,0.6781626172365409,0.0033970903182925,0.0308692120227457,0.0202348423306993,0.052581050144007,0.0773207296359205,0.0697880511040543,0.0259951259138911,0.0416512812938483,0.0,0,0
Msc. Neal Creasman,3.0,1.0,11490.0,2774.0,8.0,267.0,282.0,590.0,1051.0,1445.0,943.0,213.0,457.0,93.0,0.3555637100009133,2012.0,38.76287458269195,-9.19420135440096,72.0,0,4.0,19512.0,209.80645161290323,1,0.5888683886838868,0.1421689216892168,0.0136838868388683,0.0144526445264452,0.0302378023780237,0.0538642886428864,0.0740569905699057,0.0483292332923329,0.0109163591635916,0.0234214842148421,0,0
Phd. Tracy Katz,1.0,3.0,7915.0,2797.0,15.0,1923.0,514.0,516.0,53.0,29.0,232.0,111.0,254.0,1.0,0.1413751931335848,2015.0,38.75099524725275,-9.143259561871316,47.0,1,,14344.0,14344.0,1,0.5517986614612381,0.1949944227551589,0.1340630228667038,0.0358337981037367,0.0359732292247629,0.0036949247071946,0.00202175125488,0.0161740100390407,0.0077384272169548,0.017707752370329,3,3
Msc. Cecil Rodriquez,1.0,1.0,23550.0,496.0,7.0,681.0,420.0,139.0,916.0,804.0,1018.0,126.0,266.0,71.0,0.0924643979235768,2012.0,38.74509702596428,-9.140573064830807,64.0,0,1.0,28416.0,400.225352112676,1,0.8287584459459459,0.0174549549549549,0.0239653716216216,0.0147804054054054,0.0048916103603603,0.0322353603603603,0.0282939189189189,0.0358248873873873,0.0044341216216216,0.0093609234234234,0,0
Phd. Ana Taliaferro,0.0,3.0,10676.0,931.0,13.0,706.0,544.0,15.0,121.0,8.0,1348.0,183.0,683.0,117.0,,2019.0,38.77145551570819,-9.088938612646004,25.0,1,1.0,15215.0,130.04273504273505,1,0.7016759776536313,0.0611896155110088,0.0464015773907328,0.035754189944134,0.0009858692080184,0.0079526782780151,0.0005257969109431,0.0885967794939204,0.0120276043378245,0.0448899112717712,4,4
Warren Robinson,3.0,1.0,5603.0,13140.0,21.0,286.0,608.0,411.0,1260.0,727.0,57.0,1399.0,84.0,103.0,0.538392376378733,2017.0,38.75808625328031,-9.147856918960342,34.0,0,0.0,23575.0,228.88349514563103,1,0.2376670201484623,0.5573700954400849,0.0121314952279957,0.0257900318133616,0.0174337221633085,0.0534464475079533,0.0308377518557794,0.0024178154825026,0.0593425238600212,0.0035630965005302,1,1
Phd. Cynthia Stanton,0.0,2.0,22378.0,236.0,12.0,1289.0,673.0,288.0,137.0,7.0,2098.0,105.0,335.0,116.0,0.0638537283178253,2021.0,38.76095699706995,-9.06613817789453,31.0,1,1.0,27546.0,237.4655172413793,1,0.8123865534015828,0.0085674871124664,0.0467944529151237,0.0244318594351267,0.0104552385101285,0.0049734988746097,0.0002541203804545,0.0761635083133667,0.0038118057068176,0.012161475350323,4,4
Bsc. Christopher Overton,0.0,2.0,11326.0,931.0,14.0,827.0,348.0,300.0,827.0,933.0,973.0,134.0,87.0,230.0,0.3170614024156014,2012.0,38.74771718127233,-9.150242513291262,85.0,0,0.0,16686.0,72.54782608695652,1,0.6787726237564425,0.0557952774781253,0.04956250749131,0.0208558072635742,0.0179791441927364,0.04956250749131,0.0559151384394102,0.0583123576651084,0.0080306844060889,0.0052139518158935,0,0
Phd. Lisa Tyree,0.0,5.0,16422.0,378.0,15.0,580.0,750.0,769.0,580.0,219.0,709.0,269.0,191.0,90.0,0.7443650330998166,2016.0,38.69128564859743,-9.14913889240999,48.0,1,1.0,20867.0,231.85555555555555,1,0.7869842334786984,0.0181147266018114,0.0277950831456366,0.035941917860737,0.0368524464465423,0.0277950831456366,0.0104950400153352,0.0339770930176834,0.0128911678727176,0.009153208415201,0,0
Msc. Cheryl Hall,1.0,5.0,9909.0,1020.0,20.0,,4.0,1146.0,668.0,612.0,486.0,143.0,281.0,283.0,,2013.0,38.75435030801108,-9.144652904413128,35.0,1,0.0,14269.0,50.420494699646646,1,0.6944424977223351,0.0714836358539491,0.0,0.0002803279837409,0.0803139673417898,0.0468147732847431,0.0428901815123694,0.0340598500245287,0.0100217254187399,0.0196930408578036,0,0
Pat Maes,0.0,1.0,5690.0,1255.0,15.0,52.0,439.0,1496.0,799.0,1066.0,329.0,1515.0,391.0,115.0,0.2538733452242492,2016.0,38.73632559442879,-9.173479507991576,61.0,0,0.0,13032.0,113.32173913043478,1,0.4366175567833026,0.0963014119091467,0.0039901780233271,0.0336863106200122,0.1147943523634131,0.0613106200122774,0.0817986494782074,0.0252455494168201,0.1162523020257826,0.0300030693677102,1,1
Phd. Mark Moss,0.0,2.0,16723.0,912.0,7.0,324.0,334.0,181.0,460.0,479.0,965.0,394.0,159.0,245.0,0.0421385394543747,2014.0,38.732144729153774,-9.1747564162752,45.0,0,0.0,20931.0,85.43265306122449,1,0.7989584826334145,0.0435717357030242,0.0154794324208112,0.0159571926807128,0.0086474607042186,0.0219769719554727,0.0228847164492857,0.0461038650805026,0.0188237542401223,0.0075963881324351,0,0
Bsc. Angelo Watkins,3.0,3.0,50087.0,285.0,17.0,275.0,442.0,342.0,624.0,1062.0,714.0,326.0,,134.0,0.0537974064172098,2010.0,38.7559147218023,-9.14165478130676,77.0,0,4.0,54157.0,404.1567164179105,1,0.9248481267426188,0.0052624776113891,0.0050778292741473,0.0081614565060841,0.0063149731336669,0.0115220562438835,0.0196096534150709,0.013183891279059,0.0060195357940801,0.0,0,0
Bsc. Robert Hinton,1.0,5.0,30540.0,642.0,19.0,439.0,988.0,501.0,780.0,575.0,861.0,219.0,505.0,163.0,0.214642826207055,2018.0,38.74419031478569,-9.157870068815114,66.0,0,2.0,36050.0,221.16564417177915,1,0.8471567267683773,0.0178085991678224,0.0121775312066574,0.0274063800277392,0.0138973647711511,0.021636615811373,0.0159500693481276,0.023883495145631,0.0060748959778085,0.014008321775312,0,0
Bsc. Dennis Yepsen,1.0,3.0,7508.0,8169.0,16.0,152.0,755.0,596.0,1337.0,950.0,1709.0,277.0,448.0,236.0,,2015.0,38.74188882773012,-9.121826135007916,35.0,0,3.0,21901.0,92.80084745762711,1,0.3428153965572348,0.3729966668188667,0.0069403223597096,0.0344733117209259,0.0272133692525455,0.0610474407561298,0.043377014748185,0.0780329665312086,0.0126478243002602,0.0204556869549335,2,2
Msc. Darius Vargas,0.0,3.0,5589.0,401.0,15.0,1837.0,490.0,439.0,21.0,151.0,14.0,244.0,363.0,84.0,0.1760614510204748,2016.0,38.72420374849917,-9.162060696676328,63.0,0,2.0,9549.0,113.67857142857144,0,0.5852968897266729,0.0419939260655566,0.19237616504346,0.0513142737459419,0.0459734003560582,0.0021991831605403,0.0158131741543617,0.0014661221070269,0.0255524138653262,0.0380144517750549,3,3
Bsc. Ronald Stachura,0.0,2.0,2184.0,2079.0,10.0,474.0,502.0,538.0,870.0,118.0,950.0,70.0,361.0,114.0,0.2785197092312491,2015.0,38.74595320482495,-9.169992861449694,47.0,0,2.0,8146.0,71.45614035087719,1,0.2681070464031426,0.2552172845568377,0.0581880677633194,0.0616253375890007,0.0660446845077338,0.1068008838693837,0.0144856371225141,0.1166216547999017,0.0085931745642032,0.0443162288239626,2,2
Phd. Rex Brown,0.0,6.0,5747.0,,8.0,261.0,170.0,225.0,1052.0,850.0,289.0,164.0,406.0,33.0,0.6584506380273502,2013.0,38.744013311698986,-9.11696859797986,43.0,0,1.0,9164.0,277.6969696969697,1,0.6271278917503273,0.0,0.0284810126582278,0.0185508511567001,0.0245525971191619,0.1147970318638149,0.0927542557835006,0.0315364469663902,0.0178961152335224,0.0443037974683544,2,2
Phd. Sheila Johnson,2.0,4.0,9520.0,482.0,14.0,724.0,96.0,173.0,674.0,405.0,136.0,93.0,520.0,50.0,1.0,2008.0,38.757187815429184,-9.190914485468207,70.0,1,0.0,12823.0,256.46,1,0.7424159713015674,0.0375887077906886,0.0564610465569679,0.0074865476097637,0.0134913826717616,0.052561803010216,0.0315838727286906,0.0106059424471652,0.0072525929969585,0.04055213288622,2,2
Bryan Lanham,2.0,2.0,11778.0,381.0,8.0,2.0,197.0,1236.0,478.0,711.0,84.0,409.0,301.0,122.0,0.3630952681476606,2015.0,38.74707059609472,-9.15693808933574,32.0,0,2.0,15577.0,127.68032786885246,1,0.7561147846183476,0.0244591384733902,0.0001283944276818,0.0126468511266611,0.0793477563073762,0.0306862682159594,0.0456442190408936,0.0053925659626372,0.0262566604609359,0.0193233613661167,0,0
Phd. Agnes Bunning,1.0,2.0,32407.0,5676.0,16.0,1147.0,606.0,1073.0,1085.0,1465.0,742.0,497.0,19.0,494.0,0.2641695832827058,2010.0,38.76318150437012,-9.193866663437223,69.0,1,6.0,44717.0,90.52024291497976,1,0.7247131963235458,0.1269315920119865,0.0256502001475948,0.0135518930160788,0.0239953485251693,0.0242637028423194,0.0327615895520719,0.0165932419437797,0.0111143413019656,0.0004248943354876,0,0
Bsc. Clarice Collier,2.0,5.0,8474.0,656.0,12.0,70.0,101.0,207.0,662.0,204.0,840.0,438.0,176.0,55.0,,2008.0,38.76592075067114,-9.163723420414206,72.0,1,1.0,11828.0,215.05454545454543,0,0.7164355765979032,0.0554616165032127,0.0059181602975989,0.0085390598579641,0.017500845451471,0.055968887385864,0.0172472100101454,0.071017923571187,0.0370307744335475,0.0148799458911058,0,0
Bsc. Sheldon Lake,2.0,4.0,21446.0,2586.0,17.0,165.0,2.0,1187.0,543.0,606.0,418.0,205.0,141.0,196.0,0.5492783231820082,2016.0,38.81309869616439,-9.148743066181478,76.0,0,1.0,27299.0,139.28061224489795,1,0.7855965419978754,0.0947287446426609,0.0060441774423971,7.32627568775413e-05,0.0434814462068207,0.0198908384922524,0.022198615333895,0.0153119161874061,0.0075094325799479,0.0051650243598666,0,0
Emanuel Chambers,1.0,1.0,5346.0,12153.0,20.0,283.0,633.0,1163.0,1124.0,752.0,149.0,1583.0,280.0,98.0,0.2381946714099799,2015.0,38.772242727785766,-9.199288421499702,78.0,0,1.0,23466.0,239.44897959183675,1,0.22781897212989,0.5178982357453337,0.0120600017045938,0.0269751981590386,0.0495610670757692,0.0478990880422739,0.0320463649535498,0.0063496122048921,0.0674593028211028,0.0119321571635557,1,1
Jackie Abbott,2.0,3.0,10849.0,325.0,9.0,193.0,255.0,789.0,374.0,590.0,339.0,116.0,320.0,74.0,0.9068269795283982,2013.0,38.74790856562055,-9.156504359373166,32.0,0,3.0,14150.0,191.21621621621625,1,0.7667137809187279,0.0229681978798586,0.0136395759717314,0.0180212014134275,0.0557597173144876,0.0264310954063604,0.0416961130742049,0.0239575971731448,0.0081978798586572,0.0226148409893992,0,0
Msc. Kenneth Hall,1.0,3.0,17298.0,14.0,12.0,277.0,508.0,94.0,618.0,652.0,740.0,391.0,282.0,304.0,0.6313763384468907,2018.0,38.69885316302073,-9.111138882629485,37.0,0,1.0,20874.0,68.66447368421052,1,0.8286864041391204,0.0006706908115358,0.0132700967711028,0.0243364951614448,0.004503209734598,0.0296062086806553,0.0312350292229567,0.0354508000383251,0.0187314362364664,0.0135096292037941,0,0
Bsc. Richard Maresca,2.0,,13995.0,829.0,14.0,67.0,954.0,732.0,645.0,850.0,1579.0,471.0,372.0,211.0,0.9653277465069748,2018.0,38.75674134887765,-9.136305117387154,61.0,0,3.0,20494.0,97.12796208530806,1,0.6828827949643799,0.0404508636674148,0.0032692495364496,0.0465502098175075,0.0357177710549429,0.0314726261344783,0.0414755538206304,0.0770469405679711,0.0229823362935493,0.0181516541426759,0,0
